query,geneid,isoformnum,ref,%id,alignlen,mismatch,gapopens,qstart,qend,refstart,refend,evalue,seqlen
c15351_g1_i2,c15351_g1_i2,c15351_g1,2,navi_HOG3478,84.51,981,150,2,162,1141,1012,33,0.0,968
c15351_g1_i3,c15351_g1_i3,c15351_g1,3,navi_HOG3478,84.51,981,150,2,162,1141,1012,33,0.0,968
c15355_g1_i2,c15355_g1_i2,c15355_g1,2,navi_HOG4505,85.76,604,81,3,455,1054,1,603,0.0,634
c15355_g1_i3,c15355_g1_i3,c15355_g1,3,navi_HOG4505,85.76,604,81,3,455,1054,1,603,0.0,634
c15400_g1_i1,c15400_g1_i1,c15400_g1,1,navi_HOG4600,85.60,1333,183,6,364,1689,1,1331,0.0,1389
c15567_g1_i1,c15567_g1_i1,c15567_g1,1,navi_HOG6313,78.15,1332,254,35,207,1512,2321,1001,0.0,813
c15572_g1_i1,c15572_g1_i1,c15572_g1,1,navi_HOG3268,83.74,1076,171,4,7,1080,494,1567,0.0,1014
c15595_g1_i1,c15595_g1_i1,c15595_g1,1,navi_HOG3643,80.49,1297,253,0,1448,2744,1419,2715,0.0,994
c15595_g1_i3,c15595_g1_i3,c15595_g1,3,navi_HOG3643,80.49,1297,253,0,2054,3350,1419,2715,0.0,994
c15606_g1_i1,c15606_g1_i1,c15606_g1,1,navi_HOG6195,82.52,658,107,8,144,797,1,654,9e-163,571
c15606_g1_i2,c15606_g1_i2,c15606_g1,2,navi_HOG6195,82.52,658,107,8,278,931,1,654,1e-162,571
c15606_g1_i3,c15606_g1_i3,c15606_g1,3,navi_HOG6195,82.52,658,107,8,404,1057,1,654,1e-162,571
c15622_g1_i1,c15622_g1_i1,c15622_g1,1,navi_HOG5585,84.75,354,42,3,280,621,5721,6074,2e-94,344
c15622_g1_i1,c15622_g1_i1,c15622_g1,1,navi_HOG5585,90.56,180,8,3,1,180,5370,5540,5e-60,230
c15667_g1_i1,c15667_g1_i1,c15667_g1,1,navi_HOG4232,81.40,328,41,15,425,748,1341,1030,2e-66,250
c15689_g1_i1,c15689_g1_i1,c15689_g1,1,navi_HOG4703,79.18,610,125,2,644,1252,627,19,9e-118,422
c15707_g1_i2,c15707_g1_i2,c15707_g1,2,navi_HOG4750,81.35,842,145,9,518,1353,836,1,0.0,675
c15714_g1_i1,c15714_g1_i1,c15714_g1,1,navi_HOG3700,77.98,1326,280,7,221,1537,1,1323,0.0,821
c15725_g1_i1,c15725_g1_i1,c15725_g1,1,navi_HOG4174,85.38,554,81,0,337,890,1,554,4e-164,575
c15725_g1_i2,c15725_g1_i2,c15725_g1,2,navi_HOG4174,85.38,554,81,0,117,670,1,554,3e-164,575
c15787_g1_i1,c15787_g1_i1,c15787_g1,1,navi_HOG6570,91.02,245,19,3,232,475,311,69,7e-90,327
c15915_g1_i1,c15915_g1_i1,c15915_g1,1,navi_HOG4468,79.62,417,75,9,146,554,105,519,2e-78,291
c15943_g1_i1,c15943_g1_i1,c15943_g1,1,navi_HOG7044,76.36,719,157,9,183,893,31,744,2e-103,374
c15943_g1_i2,c15943_g1_i2,c15943_g1,2,navi_HOG7044,76.36,719,157,9,136,846,31,744,2e-103,374
c15967_g2_i2,c15967_g2_i2,c15967_g2,2,navi_HOG7108,85.11,94,14,0,353,446,2136,2043,7e-20,97.1
c15967_g2_i3,c15967_g2_i3,c15967_g2,3,navi_HOG7108,84.66,176,27,0,45,220,2218,2043,7e-44,176
c15989_g1_i1,c15989_g1_i1,c15989_g1,1,navi_HOG4031,80.46,261,49,2,619,878,214,473,1e-50,198
c15989_g1_i2,c15989_g1_i2,c15989_g1,2,navi_HOG4031,80.53,262,49,2,619,879,214,474,5e-51,200
c16005_g1_i1,c16005_g1_i1,c16005_g1,1,navi_HOG6570,100.00,31,0,0,1,31,1513,1483,2e-08,58.4
c16019_g1_i1,c16019_g1_i1,c16019_g1,1,navi_HOG5790,79.40,1602,301,20,128,1707,1743,149,0.0,1103
c16022_g1_i1,c16022_g1_i1,c16022_g1,1,navi_HOG3157,84.69,1972,288,6,1288,3249,580,2547,0.0,1956
c16032_g3_i1,c16032_g3_i1,c16032_g3,1,navi_HOG2896,88.62,659,75,0,184,842,1338,680,0.0,802
c16064_g1_i1,c16064_g1_i1,c16064_g1,1,navi_HOG3508,83.81,1223,198,0,270,1492,1223,1,0.0,1162
c16064_g1_i3,c16064_g1_i3,c16064_g1,3,navi_HOG3508,85.08,878,131,0,638,1515,878,1,0.0,896
c16077_g1_i2,c16077_g1_i2,c16077_g1,2,navi_HOG6133,76.44,1897,418,24,298,2178,5373,3490,0.0,1000
c16077_g1_i2,c16077_g1_i2,c16077_g1,2,navi_HOG6133,77.51,1725,338,38,2396,4092,3332,1630,0.0,990
c16094_g1_i1,c16094_g1_i1,c16094_g1,1,navi_HOG2921,81.06,3068,568,9,1146,4203,731,3795,0.0,2435
c16109_g1_i1,c16109_g1_i1,c16109_g1,1,navi_HOG6329,84.06,753,120,0,2527,3279,753,1,0.0,726
c16114_g1_i1,c16114_g1_i1,c16114_g1,1,navi_HOG6639,83.73,1162,182,5,240,1396,1,1160,0.0,1092
c16114_g1_i2,c16114_g1_i2,c16114_g1,2,navi_HOG6639,83.87,1060,167,4,240,1297,1,1058,0.0,1007
c16114_g1_i3,c16114_g1_i3,c16114_g1,3,navi_HOG6639,82.36,1162,180,7,240,1378,1,1160,0.0,987
c16114_g1_i4,c16114_g1_i4,c16114_g1,4,navi_HOG6639,83.73,1162,182,5,92,1248,1,1160,0.0,1092
c16132_g1_i1,c16132_g1_i1,c16132_g1,1,navi_HOG5052,84.82,1252,188,2,369,1619,1251,1,0.0,1258
c16132_g1_i2,c16132_g1_i2,c16132_g1,2,navi_HOG5052,84.62,1203,183,2,369,1570,1251,50,0.0,1195
c16162_g2_i1,c16162_g2_i1,c16162_g2,1,navi_HOG4128,78.70,1474,284,23,269,1727,37,1495,0.0,955
c16162_g2_i2,c16162_g2_i2,c16162_g2,2,navi_HOG4128,78.70,1474,284,23,269,1727,37,1495,0.0,955
c16175_g1_i1,c16175_g1_i1,c16175_g1,1,navi_HOG5294,77.08,960,206,12,1350,2305,1171,2120,1e-153,542
c16175_g1_i2,c16175_g1_i2,c16175_g1,2,navi_HOG5294,77.08,960,206,12,1237,2192,1171,2120,1e-153,542
c16175_g1_i3,c16175_g1_i3,c16175_g1,3,navi_HOG5294,77.08,960,206,12,1294,2249,1171,2120,1e-153,542
c16192_g1_i1,c16192_g1_i1,c16192_g1,1,navi_HOG2986,80.05,436,85,2,325,759,162,596,6e-88,322
c16192_g1_i2,c16192_g1_i2,c16192_g1,2,navi_HOG2986,80.05,436,85,2,173,607,162,596,5e-88,322
c16238_g1_i1,c16238_g1_i1,c16238_g1,1,navi_HOG4393,80.95,908,172,1,615,1521,1330,423,0.0,717
c16287_g1_i1,c16287_g1_i1,c16287_g1,1,navi_HOG7114,88.61,360,41,0,297,656,1,360,7e-123,438
c16287_g1_i2,c16287_g1_i2,c16287_g1,2,navi_HOG7114,90.91,187,17,0,538,724,174,360,1e-66,252
c16287_g1_i3,c16287_g1_i3,c16287_g1,3,navi_HOG7114,85.28,360,37,7,297,640,1,360,2e-98,357
c16324_g1_i1,c16324_g1_i1,c16324_g1,1,navi_HOG3651,74.37,2173,521,33,72,2223,2221,64,0.0,894
c16324_g1_i2,c16324_g1_i2,c16324_g1,2,navi_HOG3651,74.13,2130,515,33,72,2180,2221,107,0.0,848
c16354_g1_i1,c16354_g1_i1,c16354_g1,1,navi_HOG5952,73.31,356,81,12,3,349,440,90,8e-27,119
c16354_g1_i2,c16354_g1_i2,c16354_g1,2,navi_HOG5952,73.31,356,81,12,3,349,440,90,8e-27,119
c16365_g1_i1,c16365_g1_i1,c16365_g1,1,navi_HOG7123,85.76,330,47,0,38,367,1012,1341,1e-96,350
c16365_g1_i2,c16365_g1_i2,c16365_g1,2,navi_HOG7123,81.68,1343,229,16,196,1528,6,1341,0.0,1101
c16375_g1_i3,c16375_g1_i3,c16375_g1,3,navi_HOG6270,79.14,1534,303,7,418,1944,1,1524,0.0,1044
c16377_g1_i1,c16377_g1_i1,c16377_g1,1,navi_HOG6555,85.15,714,85,9,10,702,453,1166,0.0,712
c16395_g2_i1,c16395_g2_i1,c16395_g2,1,navi_HOG6161,84.08,157,25,0,558,714,685,841,1e-36,152
c16404_g1_i1,c16404_g1_i1,c16404_g1,1,navi_HOG6627,83.60,1598,249,10,839,2428,1,1593,0.0,1487
c16404_g1_i2,c16404_g1_i2,c16404_g1,2,navi_HOG6627,83.60,1598,249,10,923,2512,1,1593,0.0,1487
c16423_g1_i2,c16423_g1_i2,c16423_g1,2,navi_HOG4419,78.39,1532,284,32,785,2303,42,1539,0.0,952
c16468_g1_i1,c16468_g1_i1,c16468_g1,1,navi_HOG5549,74.86,1062,251,14,646,1699,27,1080,2e-131,468
c16468_g1_i2,c16468_g1_i2,c16468_g1,2,navi_HOG5549,74.86,1062,251,14,270,1323,27,1080,1e-131,468
c16492_g1_i3,c16492_g1_i3,c16492_g1,3,navi_HOG4511,77.47,1247,187,60,60,1241,149,1366,0.0,660
c16492_g1_i4,c16492_g1_i4,c16492_g1,4,navi_HOG4511,77.47,1247,187,60,60,1241,149,1366,0.0,660
c16494_g1_i1,c16494_g1_i1,c16494_g1,1,navi_HOG3537,79.14,2862,567,26,579,3428,2844,1,0.0,1951
c16497_g1_i1,c16497_g1_i1,c16497_g1,1,navi_HOG5079,84.62,1645,239,9,242,1876,1,1641,0.0,1624
c16497_g1_i2,c16497_g1_i2,c16497_g1,2,navi_HOG5079,84.61,1702,248,9,161,1852,1,1698,0.0,1679
c16497_g1_i3,c16497_g1_i3,c16497_g1,3,navi_HOG5079,84.61,1702,248,9,242,1933,1,1698,0.0,1679
c16511_g1_i1,c16511_g1_i1,c16511_g1,1,navi_HOG4834,80.88,617,108,10,272,883,1,612,1e-134,477
c16511_g1_i2,c16511_g1_i2,c16511_g1,2,navi_HOG4834,81.68,999,171,12,272,1264,1,993,0.0,821
c16511_g1_i3,c16511_g1_i3,c16511_g1,3,navi_HOG4834,81.42,775,129,15,893,1658,225,993,4e-177,619
c16514_g1_i1,c16514_g1_i1,c16514_g1,1,navi_HOG4913,80.31,655,125,2,156,808,82,734,4e-139,492
c16514_g1_i2,c16514_g1_i2,c16514_g1,2,navi_HOG4913,80.57,736,139,2,279,1012,1,734,1e-160,564
c16553_g1_i1,c16553_g1_i1,c16553_g1,1,navi_HOG4697,80.98,2114,386,15,686,2790,2172,66,0.0,1663
c16558_g2_i1,c16558_g2_i1,c16558_g2,1,navi_HOG7135,72.56,317,67,17,314,620,100,406,6e-17,86.1
c16647_g1_i1,c16647_g1_i1,c16647_g1,1,navi_HOG6776,77.55,2174,465,22,215,2374,109,2273,0.0,1290
c16659_g2_i1,c16659_g2_i1,c16659_g2,1,navi_HOG4335,84.57,933,144,0,346,1278,980,48,0.0,926
c16659_g2_i2,c16659_g2_i2,c16659_g2,2,navi_HOG4335,84.57,933,144,0,270,1202,980,48,0.0,926
c16705_g1_i1,c16705_g1_i1,c16705_g1,1,navi_HOG5886,79.85,655,130,2,122,775,1,654,2e-134,477
c16706_g1_i1,c16706_g1_i1,c16706_g1,1,navi_HOG6789,84.67,600,90,2,228,826,19,617,1e-170,597
c16706_g1_i2,c16706_g1_i2,c16706_g1,2,navi_HOG6789,84.67,600,90,2,228,826,19,617,2e-170,597
c16706_g1_i3,c16706_g1_i3,c16706_g1,3,navi_HOG6789,84.67,600,90,2,228,826,19,617,2e-170,597
c16711_g1_i1,c16711_g1_i1,c16711_g1,1,navi_HOG2977,76.46,2787,596,45,23,2770,1,2766,0.0,1458
c16738_g1_i1,c16738_g1_i1,c16738_g1,1,navi_HOG5460,87.53,433,52,2,800,1231,432,1,4e-141,499
c16742_g2_i1,c16742_g2_i1,c16742_g2,1,navi_HOG6987,81.04,1303,206,26,557,1849,1,1272,0.0,1000
c16748_g1_i1,c16748_g1_i1,c16748_g1,1,navi_HOG4159,80.24,764,147,3,290,1051,1,762,1e-162,571
c16778_g1_i2,c16778_g1_i2,c16778_g1,2,navi_HOG4899,82.65,1130,192,4,291,1418,1406,279,0.0,998
c16778_g1_i3,c16778_g1_i3,c16778_g1,3,navi_HOG4899,82.65,1130,192,4,281,1408,1406,279,0.0,998
c16831_g1_i3,c16831_g1_i3,c16831_g1,3,navi_HOG5228,83.04,867,147,0,92,958,1,867,0.0,787
c16832_g1_i1,c16832_g1_i1,c16832_g1,1,navi_HOG6411,82.88,1957,315,15,550,2490,2015,63,0.0,1740
c16832_g1_i2,c16832_g1_i2,c16832_g1,2,navi_HOG6411,82.88,1957,315,15,550,2490,2015,63,0.0,1740
c16840_g1_i1,c16840_g1_i1,c16840_g1,1,navi_HOG4647,80.39,1071,189,12,36,1094,2970,1909,0.0,795
c16852_g1_i1,c16852_g1_i1,c16852_g1,1,navi_HOG5440,86.14,837,116,0,148,984,927,91,0.0,904
c16852_g1_i2,c16852_g1_i2,c16852_g1,2,navi_HOG5440,83.84,1126,182,0,763,1888,1216,91,0.0,1072
c16852_g1_i3,c16852_g1_i3,c16852_g1,3,navi_HOG5440,83.84,1126,182,0,763,1888,1216,91,0.0,1072
c16867_g1_i1,c16867_g1_i1,c16867_g1,1,navi_HOG6958,85.14,350,52,0,197,546,194,543,4e-99,359
c16867_g1_i2,c16867_g1_i2,c16867_g1,2,navi_HOG6958,83.44,453,75,0,45,497,91,543,4e-118,422
c16867_g1_i3,c16867_g1_i3,c16867_g1,3,navi_HOG6958,85.14,350,52,0,232,581,194,543,4e-99,359
c16868_g1_i2,c16868_g1_i2,c16868_g1,2,navi_HOG5570,79.41,641,117,10,349,977,1,638,8e-123,438
c16868_g1_i3,c16868_g1_i3,c16868_g1,3,navi_HOG5570,80.27,1333,240,17,117,1436,34,1356,0.0,983
c16868_g1_i4,c16868_g1_i4,c16868_g1,4,navi_HOG5570,80.01,1366,250,17,349,1701,1,1356,0.0,989
c16880_g1_i1,c16880_g1_i1,c16880_g1,1,navi_HOG5207,77.96,1656,353,12,224,1873,1,1650,0.0,1026
c16893_g2_i1,c16893_g2_i1,c16893_g2,1,navi_HOG5044,79.72,562,114,0,125,686,3,564,1e-113,407
c16893_g2_i2,c16893_g2_i2,c16893_g2,2,navi_HOG5044,79.79,564,114,0,838,1401,1,564,2e-114,411
c16912_g1_i1,c16912_g1_i1,c16912_g1,1,navi_HOG3709,86.22,312,43,0,839,1150,106,417,1e-92,339
c16932_g1_i1,c16932_g1_i1,c16932_g1,1,navi_HOG6099,84.16,1389,216,4,135,1521,11,1397,0.0,1343
c16932_g1_i2,c16932_g1_i2,c16932_g1,2,navi_HOG6099,84.16,1389,216,4,395,1781,11,1397,0.0,1343
c16947_g1_i1,c16947_g1_i1,c16947_g1,1,navi_HOG6026,82.31,441,78,0,146,586,1,441,3e-106,383
c16947_g1_i2,c16947_g1_i2,c16947_g1,2,navi_HOG6026,83.89,360,58,0,141,500,74,433,6e-95,344
c16978_g1_i1,c16978_g1_i1,c16978_g1,1,navi_HOG5180,86.99,1483,191,2,679,2160,1,1482,0.0,1668
c16978_g1_i2,c16978_g1_i2,c16978_g1,2,navi_HOG5180,86.99,1483,191,2,1018,2499,1,1482,0.0,1668
c16978_g1_i3,c16978_g1_i3,c16978_g1,3,navi_HOG5180,86.99,1483,191,2,653,2134,1,1482,0.0,1668
c16981_g1_i1,c16981_g1_i1,c16981_g1,1,navi_HOG6673,79.04,2066,412,19,199,2254,2349,295,0.0,1397
c16984_g1_i1,c16984_g1_i1,c16984_g1,1,navi_HOG4832,79.90,2154,413,13,135,2278,10,2153,0.0,1561
c16984_g1_i4,c16984_g1_i4,c16984_g1,4,navi_HOG4832,79.90,2154,413,13,135,2278,10,2153,0.0,1561
c16993_g2_i1,c16993_g2_i1,c16993_g2,1,navi_HOG6146,90.59,606,57,0,941,1546,1,606,0.0,804
c16996_g1_i2,c16996_g1_i2,c16996_g1,2,navi_HOG5265,80.24,1346,251,10,79,1421,1334,1,0.0,998
c17007_g1_i1,c17007_g1_i1,c17007_g1,1,navi_HOG4440,76.65,638,143,4,724,1358,635,1,2e-95,348
c17007_g1_i2,c17007_g1_i2,c17007_g1,2,navi_HOG4440,76.65,638,143,4,724,1358,635,1,2e-95,348
c17007_g1_i3,c17007_g1_i3,c17007_g1,3,navi_HOG4440,76.98,504,110,4,271,771,501,1,3e-76,283
c17054_g1_i1,c17054_g1_i1,c17054_g1,1,navi_HOG4499,77.91,489,102,6,914,1399,519,1004,5e-81,300
c17060_g1_i2,c17060_g1_i2,c17060_g1,2,navi_HOG3350,85.41,562,76,2,464,1019,1002,1563,5e-165,579
c17060_g1_i3,c17060_g1_i3,c17060_g1,3,navi_HOG3350,89.70,165,17,0,974,1138,1399,1563,2e-54,211
c17062_g1_i1,c17062_g1_i1,c17062_g1,1,navi_HOG3504,81.93,1981,321,30,367,2321,1,1970,0.0,1640
c17115_g1_i1,c17115_g1_i1,c17115_g1,1,navi_HOG4922,81.71,1301,238,0,85,1385,41,1341,0.0,1085
c17115_g1_i2,c17115_g1_i2,c17115_g1,2,navi_HOG4922,81.74,1342,244,1,281,1622,1,1341,0.0,1120
c17122_g1_i1,c17122_g1_i1,c17122_g1,1,navi_HOG6996,80.43,741,135,9,134,869,815,80,1e-158,556
c17122_g1_i2,c17122_g1_i2,c17122_g1,2,navi_HOG6996,80.64,811,147,9,134,939,815,10,2e-177,619
c17173_g1_i1,c17173_g1_i1,c17173_g1,1,navi_HOG6550,82.35,884,148,8,376,1255,123,1002,0.0,761
c17175_g1_i1,c17175_g1_i1,c17175_g1,1,navi_HOG3324,88.39,732,85,0,236,967,1059,328,0.0,881
c17175_g1_i2,c17175_g1_i2,c17175_g1,2,navi_HOG3324,87.23,1002,128,0,236,1237,1059,58,0.0,1142
c17180_g1_i1,c17180_g1_i1,c17180_g1,1,navi_HOG5876,81.43,1249,206,15,438,1670,61,1299,0.0,998
c17200_g1_i2,c17200_g1_i2,c17200_g1,2,navi_HOG3867,83.05,637,104,4,638,1272,25,659,7e-164,575
c17201_g1_i1,c17201_g1_i1,c17201_g1,1,navi_HOG5555,79.95,733,138,6,459,1191,724,1,1e-150,531
c17201_g1_i2,c17201_g1_i2,c17201_g1,2,navi_HOG5555,79.95,733,138,6,459,1191,724,1,2e-150,531
c17201_g1_i3,c17201_g1_i3,c17201_g1,3,navi_HOG5555,79.95,733,138,6,459,1191,724,1,2e-150,531
c17230_g1_i1,c17230_g1_i1,c17230_g1,1,navi_HOG4107,79.43,3174,625,22,296,3454,3161,1,0.0,2218
c17275_g1_i1,c17275_g1_i1,c17275_g1,1,navi_HOG6629,76.62,432,95,6,577,1005,471,899,5e-61,233
c17279_g1_i1,c17279_g1_i1,c17279_g1,1,navi_HOG5648,77.26,3122,670,28,608,3712,325,3423,0.0,1796
c17279_g1_i2,c17279_g1_i2,c17279_g1,2,navi_HOG5648,77.26,3122,670,28,535,3639,325,3423,0.0,1796
c17288_g1_i3,c17288_g1_i3,c17288_g1,3,navi_HOG4025,80.11,1086,209,7,120,1200,122,1205,0.0,802
c17337_g1_i1,c17337_g1_i1,c17337_g1,1,navi_HOG7058,85.37,4238,611,7,140,4371,4235,1,0.0,4383
c17343_g1_i2,c17343_g1_i2,c17343_g1,2,navi_HOG6043,78.66,164,29,2,2490,2647,369,206,8e-22,104
c17371_g1_i1,c17371_g1_i1,c17371_g1,1,navi_HOG3073,85.84,685,97,0,632,1316,1198,514,0.0,728
c17405_g1_i1,c17405_g1_i1,c17405_g1,1,navi_HOG6030,83.51,1128,183,1,248,1372,1128,1,0.0,1050
c17426_g1_i1,c17426_g1_i1,c17426_g1,1,navi_HOG7131,77.73,2223,456,21,341,2533,10,2223,0.0,1327
c17426_g1_i2,c17426_g1_i2,c17426_g1,2,navi_HOG7131,77.81,2118,431,21,341,2428,10,2118,0.0,1271
c17426_g1_i4,c17426_g1_i4,c17426_g1,4,navi_HOG7131,79.07,1811,361,15,341,2142,10,1811,0.0,1229
c17435_g1_i1,c17435_g1_i1,c17435_g1,1,navi_HOG7260,81.95,604,109,0,783,1386,486,1089,5e-145,512
c17435_g1_i2,c17435_g1_i2,c17435_g1,2,navi_HOG7260,81.52,633,117,0,702,1334,457,1089,8e-148,521
c17489_g2_i1,c17489_g2_i1,c17489_g2,1,navi_HOG3531,80.28,1080,192,15,347,1417,1,1068,0.0,795
c17489_g4_i1,c17489_g4_i1,c17489_g4,1,navi_HOG6241,87.58,314,22,7,40,336,1571,1258,3e-96,348
c17489_g4_i2,c17489_g4_i2,c17489_g4,2,navi_HOG6241,91.72,314,26,0,40,353,1571,1258,7e-123,436
c17524_g1_i2,c17524_g1_i2,c17524_g1,2,CG3661_423_Nasonia,84.87,423,64,0,122,544,1,423,7e-120,427
c17529_g1_i1,c17529_g1_i1,c17529_g1,1,navi_HOG6661,79.29,1502,303,6,202,1699,154,1651,0.0,1044
c17529_g1_i2,c17529_g1_i2,c17529_g1,2,navi_HOG6661,79.95,768,151,2,224,988,70,837,4e-160,562
c17529_g1_i3,c17529_g1_i3,c17529_g1,3,navi_HOG6661,78.94,1586,323,8,224,1802,70,1651,0.0,1068
c17529_g1_i4,c17529_g1_i4,c17529_g1,4,navi_HOG6661,79.29,1502,303,6,285,1782,154,1651,0.0,1044
c17531_g1_i1,c17531_g1_i1,c17531_g1,1,navi_HOG3618,85.65,1686,238,4,520,2205,444,2125,0.0,1770
c17551_g2_i1,c17551_g2_i1,c17551_g2,1,navi_HOG7101,78.86,473,90,9,64,531,468,1,8e-85,311
c17555_g1_i1,c17555_g1_i1,c17555_g1,1,navi_HOG4802,85.00,1773,249,10,4,1772,1760,1,0.0,1784
c17555_g1_i4,c17555_g1_i4,c17555_g1,4,navi_HOG4802,85.00,1773,249,10,4,1772,1760,1,0.0,1784
c17555_g1_i5,c17555_g1_i5,c17555_g1,5,navi_HOG4802,85.00,1773,249,10,4,1772,1760,1,0.0,1784
c17571_g1_i1,c17571_g1_i1,c17571_g1,1,navi_HOG3038,81.83,1453,262,2,397,1848,1452,1,0.0,1219
c17576_g1_i2,c17576_g1_i2,c17576_g1,2,navi_HOG6163,86.30,730,96,4,347,1074,1,728,0.0,791
c17585_g1_i1,c17585_g1_i1,c17585_g1,1,navi_HOG3434,85.21,453,67,0,960,1412,453,1,5e-131,466
c17585_g1_i2,c17585_g1_i2,c17585_g1,2,navi_HOG3434,85.21,453,67,0,1993,2445,453,1,7e-131,466
c17585_g1_i3,c17585_g1_i3,c17585_g1,3,navi_HOG3434,85.21,453,67,0,1099,1551,453,1,5e-131,466
c17585_g1_i4,c17585_g1_i4,c17585_g1,4,navi_HOG3434,85.21,453,67,0,2132,2584,453,1,8e-131,466
c17585_g1_i5,c17585_g1_i5,c17585_g1,5,navi_HOG3434,85.21,453,67,0,1948,2400,453,1,7e-131,466
c17609_g1_i2,c17609_g1_i2,c17609_g1,2,navi_HOG4776,76.29,1244,289,6,1195,2435,1,1241,0.0,658
c17632_g1_i1,c17632_g1_i1,c17632_g1,1,navi_HOG3749,80.03,761,152,0,882,1642,919,159,2e-160,564
c17632_g1_i2,c17632_g1_i2,c17632_g1,2,navi_HOG3749,79.11,1613,335,2,155,1766,1946,335,0.0,1110
c17632_g1_i3,c17632_g1_i3,c17632_g1,3,navi_HOG3749,79.15,1789,371,2,155,1942,1946,159,0.0,1236
c17648_g1_i1,c17648_g1_i1,c17648_g1,1,navi_HOG2998,80.96,793,141,7,122,911,837,52,3e-177,619
c17654_g1_i1,c17654_g1_i1,c17654_g1,1,navi_HOG2979,82.88,730,117,5,466,1188,1,729,0.0,649
c17654_g1_i2,c17654_g1_i2,c17654_g1,2,navi_HOG2979,83.05,708,112,5,500,1200,23,729,0.0,636
c17654_g1_i3,c17654_g1_i3,c17654_g1,3,navi_HOG2979,83.05,708,112,5,346,1046,23,729,0.0,636
c17654_g1_i4,c17654_g1_i4,c17654_g1,4,navi_HOG2979,83.05,708,112,5,358,1058,23,729,0.0,636
c17655_g1_i1,c17655_g1_i1,c17655_g1,1,navi_HOG6198,84.62,884,118,4,574,1457,1,866,0.0,863
c17655_g1_i2,c17655_g1_i2,c17655_g1,2,navi_HOG6198,85.61,667,96,0,316,982,200,866,0.0,701
c17660_g1_i1,c17660_g1_i1,c17660_g1,1,navi_HOG4783,83.40,1271,202,7,1155,2419,212,1479,0.0,1173
c17670_g1_i1,c17670_g1_i1,c17670_g1,1,navi_HOG6073,82.69,1982,341,2,142,2122,171,2151,0.0,1759
c17670_g1_i2,c17670_g1_i2,c17670_g1,2,navi_HOG6073,82.39,1579,278,0,592,2170,573,2151,0.0,1376
c17671_g2_i1,c17671_g2_i1,c17671_g2,1,navi_HOG5983,86.10,1180,159,3,287,1465,1,1176,0.0,1266
c17673_g1_i1,c17673_g1_i1,c17673_g1,1,navi_HOG5813,75.64,1297,298,17,122,1409,15,1302,5e-180,628
c17673_g1_i2,c17673_g1_i2,c17673_g1,2,navi_HOG5813,75.64,1297,298,17,122,1409,15,1302,1e-179,628
c17673_g1_i3,c17673_g1_i3,c17673_g1,3,navi_HOG5813,75.64,1297,298,17,122,1409,15,1302,7e-180,628
c17675_g1_i1,c17675_g1_i1,c17675_g1,1,navi_HOG5284,84.20,3634,561,11,216,3838,3632,1,0.0,3518
c17675_g1_i2,c17675_g1_i2,c17675_g1,2,navi_HOG5284,84.41,2759,415,11,216,2962,3632,877,0.0,2699
c17675_g1_i2,c17675_g1_i2,c17675_g1,2,navi_HOG5284,83.59,774,125,2,2988,3760,773,1,0.0,725
c17676_g1_i1,c17676_g1_i1,c17676_g1,1,navi_HOG3105,75.64,981,203,27,169,1125,969,1,8e-128,455
c17676_g1_i2,c17676_g1_i2,c17676_g1,2,navi_HOG3105,74.71,862,181,28,169,1005,969,120,4e-96,350
c17677_g1_i1,c17677_g1_i1,c17677_g1,1,navi_HOG4358,87.26,1154,147,0,1434,2587,1154,1,0.0,1317
c17677_g1_i2,c17677_g1_i2,c17677_g1,2,navi_HOG4358,87.92,869,105,0,1688,2556,869,1,0.0,1024
c17678_g1_i1,c17678_g1_i1,c17678_g1,1,navi_HOG7110,82.30,1254,220,2,277,1529,2810,1558,0.0,1085
c17678_g1_i2,c17678_g1_i2,c17678_g1,2,navi_HOG7110,82.30,1254,220,2,475,1727,2810,1558,0.0,1085
c17680_g1_i1,c17680_g1_i1,c17680_g1,1,navi_HOG3029,82.12,973,163,6,934,1896,604,1575,0.0,822
c17680_g1_i2,c17680_g1_i2,c17680_g1,2,navi_HOG3029,82.12,973,163,6,971,1933,604,1575,0.0,822
c17680_g1_i3,c17680_g1_i3,c17680_g1,3,navi_HOG3029,82.12,973,163,6,1036,1998,604,1575,0.0,822
c17680_g1_i4,c17680_g1_i4,c17680_g1,4,navi_HOG3029,82.12,973,163,6,1051,2013,604,1575,0.0,822
c17689_g1_i1,c17689_g1_i1,c17689_g1,1,navi_HOG5323,80.97,1908,341,15,883,2776,1,1900,0.0,1493
c17689_g1_i3,c17689_g1_i3,c17689_g1,3,navi_HOG5323,80.93,1909,341,16,485,2379,1,1900,0.0,1487
c17696_g1_i4,c17696_g1_i4,c17696_g1,4,navi_HOG5363,77.85,826,172,6,1,822,994,1812,9e-142,501
c17701_g1_i1,c17701_g1_i1,c17701_g1,1,navi_HOG3513,85.04,782,114,3,2309,3087,782,1,0.0,793
c17724_g1_i1,c17724_g1_i1,c17724_g1,1,navi_HOG6336,77.15,652,129,16,262,903,1147,506,2e-99,361
c17724_g1_i2,c17724_g1_i2,c17724_g1,2,navi_HOG6336,77.44,900,183,16,262,1151,1147,258,4e-147,520
c17731_g1_i1,c17731_g1_i1,c17731_g1,1,navi_HOG6997,83.22,1806,299,4,3001,4804,1804,1,0.0,1653
